replicate,negative_transfer_prevention,recovery_retention,full_selection_rate,safe_minus_pdrf_auroc,safe_minus_full_auroc
205,0.9139206455951581,0.11060433295324971,0.44959958217270196,0.005081545146167432,-0.0033143957040749905
206,0.9039677975848188,0.13848039215686275,0.37703690807799445,0.004657929959005269,-0.0010081782980889686
207,0.9135802469135803,0.14374646293152235,0.4004352367688022,0.004866429543214035,-0.001533214405647687
208,0.9308118081180812,0.11658717541070482,0.46262186629526464,0.005313707467480944,-0.004414374882031447
209,0.9232456140350878,0.17672621921776918,0.33817896935933145,0.004629883652115807,-0.006490425830493085
210,0.9443946188340807,0.06893880712625872,0.44375,0.004357715232099824,-0.001239067125085258
211,0.9032815198618307,0.19941348973607037,0.40597144846796657,0.005408639497787804,-0.004735299738490961
212,0.9018691588785047,0.15384615384615385,0.4084784122562674,0.005142335582037694,-0.004003656315171078
213,0.9147358665430955,0.14200792602377807,0.3886316155988858,0.003705406557328761,-0.003062704115700754
214,0.9089403973509934,0.07410071942446043,0.4846274373259053,0.0035611707765470513,0.0003192239382502349
215,0.915129151291513,0.05595854922279793,0.4593140668523677,0.0034479941234918376,0.0018147398002781312
216,0.9056152927120669,0.15871313672922252,0.499025069637883,0.006641142859084348,-0.0016046210405958883
217,0.8980654761904762,0.155893536121673,0.4635793871866295,0.006095305931899664,-0.005882908227664574
218,0.9360929557007989,0.06276505513146735,0.36317896935933147,0.0031662768788454088,0.0012987166019987617
219,0.9237160120845922,0.14033208355650775,0.49930362116991645,0.0057499258869953,-0.0030746736307183387
220,0.8608169440242057,0.2460759493670886,0.4745647632311978,0.0055591116401974006,-0.004921142498768738
221,0.8888888888888888,0.1943480416460089,0.4545264623955432,0.006997372245212463,-0.004288132564325475
222,0.8834720570749108,0.19282051282051282,0.49324512534818943,0.007257583922468225,-0.0025527043275996864
223,0.9158345221112696,0.06596491228070175,0.3944986072423398,0.0038732453702190472,-0.0016779148525102316
224,0.9067431850789096,0.21609076843733885,0.38137186629526465,0.004518608511129951,-0.005573677903348728
225,0.9170854271356784,0.13218035824583077,0.4264275766016713,0.005587983973525779,-0.0014976537558308856
226,0.9241527703066165,0.08091414453366276,0.3847318941504178,0.0036772710446140167,-5.287022281608156e-05
227,0.9482993197278912,0.07240437158469945,0.3482242339832869,0.0038732955115750034,0.0008907644303176587
