seed,model,stress_type,level,metric,value
102,UF,reported_quality,0.15,aurc,0.3290854202507732
102,UF,reported_quality,0.4,macro_auroc,0.7886126154163021
102,UF,reported_quality,0.4,nll,2.436169814476319
102,UF,reported_quality,0.4,aurc,0.3290854202507732
102,UF,reported_quality,0.7,macro_auroc,0.7886126154163021
102,UF,reported_quality,0.7,nll,2.436169814476319
102,UF,reported_quality,0.7,aurc,0.3290854202507732
102,UF,reported_quality,1.0,macro_auroc,0.7886126154163021
102,UF,reported_quality,1.0,nll,2.436169814476319
102,UF,reported_quality,1.0,aurc,0.3290854202507732
102,RWF,severity,0.0,macro_auroc,0.8385811752641733
102,RWF,severity,0.0,nll,1.9341599101667266
102,RWF,severity,0.0,aurc,0.23127073074359772
102,RWF,severity,1.0,macro_auroc,0.8160051433902837
102,RWF,severity,1.0,nll,2.2852621645153492
102,RWF,severity,1.0,aurc,0.26959066523274133
102,RWF,severity,2.0,macro_auroc,0.7906624066414253
102,RWF,severity,2.0,nll,2.7644822542161887
102,RWF,severity,2.0,aurc,0.30867738849805504
102,RWF,severity,3.0,macro_auroc,0.772091253770442
102,RWF,severity,3.0,nll,3.149957349479385
102,RWF,severity,3.0,aurc,0.33674247710801325
102,RWF,severity,4.0,macro_auroc,0.7572344985640845
102,RWF,severity,4.0,nll,3.4526388453356995
102,RWF,severity,4.0,aurc,0.3601820570699722
102,RWF,severity,5.0,macro_auroc,0.7455409551175904
102,RWF,severity,5.0,nll,3.694248805200454
102,RWF,severity,5.0,aurc,0.37951354781850555
102,RWF,fraction,0.1,macro_auroc,0.8206370557983839
102,RWF,fraction,0.1,nll,2.2404809468368514
102,RWF,fraction,0.1,aurc,0.26031570117761377
102,RWF,fraction,0.25,macro_auroc,0.7947145572637675
102,RWF,fraction,0.25,nll,2.6952496020285763
102,RWF,fraction,0.25,aurc,0.3030353080706292
102,RWF,fraction,0.4,macro_auroc,0.772091253770442
102,RWF,fraction,0.4,nll,3.149957349479385
102,RWF,fraction,0.4,aurc,0.33674247710801325
102,RWF,fraction,0.6,macro_auroc,0.7370055289177208
102,RWF,fraction,0.6,nll,3.83006275724501
102,RWF,fraction,0.6,aurc,0.3903601656972037
102,RWF,fraction,0.8,macro_auroc,0.7193378671830192
102,RWF,fraction,0.8,nll,4.375272022981901
102,RWF,fraction,0.8,aurc,0.4200283271458387
102,RWF,fault_modality,0.0,macro_auroc,0.772091253770442
102,RWF,fault_modality,0.0,nll,3.149957349479385
102,RWF,fault_modality,0.0,aurc,0.33674247710801325
102,RWF,fault_modality,1.0,macro_auroc,0.7654915130714977
102,RWF,fault_modality,1.0,nll,3.451203997088283
102,RWF,fault_modality,1.0,aurc,0.357768403776819
102,RWF,fault_modality,2.0,macro_auroc,0.7906236094653843
102,RWF,fault_modality,2.0,nll,2.84326556323469
102,RWF,fault_modality,2.0,aurc,0.3089400804203908
102,RWF,fault_modality,3.0,macro_auroc,0.7661337953917463
102,RWF,fault_modality,3.0,nll,3.2670807114354403
102,RWF,fault_modality,3.0,aurc,0.3684390457379262
