representation,task,seed,method,fault,subset,metric,value
zero_padding,pump,103,CAGF,pressure,unaffected,nll,0.6907339753458603
zero_padding,pump,103,CAGF,vibration,all,accuracy,0.8486238532110092
zero_padding,pump,103,CAGF,vibration,all,macro_f1,0.8472856418061898
zero_padding,pump,103,CAGF,vibration,all,macro_auroc,0.9388001014713344
zero_padding,pump,103,CAGF,vibration,all,macro_auprc,0.8703837155583926
zero_padding,pump,103,CAGF,vibration,all,nll,0.5756373031790285
zero_padding,pump,103,CAGF,vibration,affected,accuracy,0.8518518518518519
zero_padding,pump,103,CAGF,vibration,affected,macro_f1,0.860411899313501
zero_padding,pump,103,CAGF,vibration,affected,macro_auroc,0.940814226925338
zero_padding,pump,103,CAGF,vibration,affected,macro_auprc,0.9019138303828472
zero_padding,pump,103,CAGF,vibration,affected,nll,0.5407827805436775
zero_padding,pump,103,CAGF,vibration,unaffected,accuracy,0.8467153284671532
zero_padding,pump,103,CAGF,vibration,unaffected,macro_f1,0.8348902300593329
zero_padding,pump,103,CAGF,vibration,unaffected,macro_auroc,0.9362813940968566
zero_padding,pump,103,CAGF,vibration,unaffected,macro_auprc,0.8482566651285413
zero_padding,pump,103,CAGF,vibration,unaffected,nll,0.5962447216714624
zero_padding,pump,103,PDRF_NOQ,pressure,all,accuracy,0.8853211009174312
zero_padding,pump,103,PDRF_NOQ,pressure,all,macro_f1,0.8851128574034979
zero_padding,pump,103,PDRF_NOQ,pressure,all,macro_auroc,0.9543284723079243
zero_padding,pump,103,PDRF_NOQ,pressure,all,macro_auprc,0.9172122045353858
zero_padding,pump,103,PDRF_NOQ,pressure,all,nll,0.5682017954688424
zero_padding,pump,103,PDRF_NOQ,pressure,affected,accuracy,0.7341772151898734
zero_padding,pump,103,PDRF_NOQ,pressure,affected,macro_f1,0.7283097146904739
zero_padding,pump,103,PDRF_NOQ,pressure,affected,macro_auroc,0.8778181706483593
zero_padding,pump,103,PDRF_NOQ,pressure,affected,macro_auprc,0.7831060969945809
zero_padding,pump,103,PDRF_NOQ,pressure,affected,nll,1.304854623468142
zero_padding,pump,103,PDRF_NOQ,pressure,unaffected,accuracy,0.9712230215827338
zero_padding,pump,103,PDRF_NOQ,pressure,unaffected,macro_f1,0.9711455305727862
zero_padding,pump,103,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9933214301108425
zero_padding,pump,103,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9899022414513402
zero_padding,pump,103,PDRF_NOQ,pressure,unaffected,nll,0.14952860545485216
zero_padding,pump,103,PDRF_NOQ,vibration,all,accuracy,0.9770642201834863
zero_padding,pump,103,PDRF_NOQ,vibration,all,macro_f1,0.9769439321163459
zero_padding,pump,103,PDRF_NOQ,vibration,all,macro_auroc,0.9975544894209278
zero_padding,pump,103,PDRF_NOQ,vibration,all,macro_auprc,0.997062209881057
zero_padding,pump,103,PDRF_NOQ,vibration,all,nll,0.07959796741424252
zero_padding,pump,103,PDRF_NOQ,vibration,affected,accuracy,1.0
zero_padding,pump,103,PDRF_NOQ,vibration,affected,macro_f1,1.0
zero_padding,pump,103,PDRF_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,pump,103,PDRF_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,pump,103,PDRF_NOQ,vibration,affected,nll,0.0330380255758385
zero_padding,pump,103,PDRF_NOQ,vibration,unaffected,accuracy,0.9635036496350365
zero_padding,pump,103,PDRF_NOQ,vibration,unaffected,macro_f1,0.9622073834034358
zero_padding,pump,103,PDRF_NOQ,vibration,unaffected,macro_auroc,0.996565921794834
zero_padding,pump,103,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9956900679145471
zero_padding,pump,103,PDRF_NOQ,vibration,unaffected,nll,0.10712610820921133
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.8990825688073395
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.8985236985236985
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.9665521686069631
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.9380862998643934
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,all,nll,0.44704539090310563
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.7848101265822784
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.7753656551563771
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.9067132556403736
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.8398600043007081
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,affected,nll,1.015799775142302
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.9640287769784173
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.9641224678828882
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.9950273376237985
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.9929239357977911
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.12379649626356251
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.9770642201834863
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.9769439321163459
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9989929998491642
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.9982182178023858
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.06685324293915335
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.027047518951077567
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.9635036496350365
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.9622073834034358
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.9983464085962557
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9970320080862743
zero_padding,pump,103,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.09038801405619082
zero_padding,pump,104,CAGF,pressure,all,accuracy,0.7844036697247706
zero_padding,pump,104,CAGF,pressure,all,macro_f1,0.7881815571600544
zero_padding,pump,104,CAGF,pressure,all,macro_auroc,0.9067247898583514
zero_padding,pump,104,CAGF,pressure,all,macro_auprc,0.8232961549309598
zero_padding,pump,104,CAGF,pressure,all,nll,0.7969039323874818
zero_padding,pump,104,CAGF,pressure,affected,accuracy,0.7088607594936709
zero_padding,pump,104,CAGF,pressure,affected,macro_f1,0.7093619558735839
zero_padding,pump,104,CAGF,pressure,affected,macro_auroc,0.8608818823987155
zero_padding,pump,104,CAGF,pressure,affected,macro_auprc,0.7536180798610662
zero_padding,pump,104,CAGF,pressure,affected,nll,1.1741614959237003
zero_padding,pump,104,CAGF,pressure,unaffected,accuracy,0.8273381294964028
zero_padding,pump,104,CAGF,pressure,unaffected,macro_f1,0.8306155239255509
zero_padding,pump,104,CAGF,pressure,unaffected,macro_auroc,0.933360190186307
zero_padding,pump,104,CAGF,pressure,unaffected,macro_auprc,0.878184379572974
zero_padding,pump,104,CAGF,pressure,unaffected,nll,0.5824913603057462
zero_padding,pump,104,CAGF,vibration,all,accuracy,0.7660550458715596
zero_padding,pump,104,CAGF,vibration,all,macro_f1,0.7687451896122841
zero_padding,pump,104,CAGF,vibration,all,macro_auroc,0.9004693906235003
zero_padding,pump,104,CAGF,vibration,all,macro_auprc,0.8160712942009988
zero_padding,pump,104,CAGF,vibration,all,nll,0.9807247180557459
zero_padding,pump,104,CAGF,vibration,affected,accuracy,0.7037037037037037
zero_padding,pump,104,CAGF,vibration,affected,macro_f1,0.7098765432098766
zero_padding,pump,104,CAGF,vibration,affected,macro_auroc,0.8434563564344986
zero_padding,pump,104,CAGF,vibration,affected,macro_auprc,0.7415642528587959
zero_padding,pump,104,CAGF,vibration,affected,nll,1.4308546803835422
zero_padding,pump,104,CAGF,vibration,unaffected,accuracy,0.8029197080291971
zero_padding,pump,104,CAGF,vibration,unaffected,macro_f1,0.7981119540525481
zero_padding,pump,104,CAGF,vibration,unaffected,macro_auroc,0.9342318536447909
zero_padding,pump,104,CAGF,vibration,unaffected,macro_auprc,0.868303338552242
zero_padding,pump,104,CAGF,vibration,unaffected,nll,0.7145894848546401
zero_padding,pump,104,PDRF_NOQ,pressure,all,accuracy,0.9036697247706422
zero_padding,pump,104,PDRF_NOQ,pressure,all,macro_f1,0.9035200130431238
zero_padding,pump,104,PDRF_NOQ,pressure,all,macro_auroc,0.955800835081657
zero_padding,pump,104,PDRF_NOQ,pressure,all,macro_auprc,0.9125889430582629
zero_padding,pump,104,PDRF_NOQ,pressure,all,nll,0.5297475375575977
zero_padding,pump,104,PDRF_NOQ,pressure,affected,accuracy,0.7974683544303798
zero_padding,pump,104,PDRF_NOQ,pressure,affected,macro_f1,0.7929398535370432
zero_padding,pump,104,PDRF_NOQ,pressure,affected,macro_auroc,0.8865631608768864
zero_padding,pump,104,PDRF_NOQ,pressure,affected,macro_auprc,0.8037720004073865
zero_padding,pump,104,PDRF_NOQ,pressure,affected,nll,1.1685800457845443
zero_padding,pump,104,PDRF_NOQ,pressure,unaffected,accuracy,0.9640287769784173
zero_padding,pump,104,PDRF_NOQ,pressure,unaffected,macro_f1,0.9641224678828882
zero_padding,pump,104,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9902204582906443
zero_padding,pump,104,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9759683870104383
zero_padding,pump,104,PDRF_NOQ,pressure,unaffected,nll,0.1666700688530743
zero_padding,pump,104,PDRF_NOQ,vibration,all,accuracy,0.981651376146789
zero_padding,pump,104,PDRF_NOQ,vibration,all,macro_f1,0.9816005758254999
zero_padding,pump,104,PDRF_NOQ,vibration,all,macro_auroc,0.999178116472637
zero_padding,pump,104,PDRF_NOQ,vibration,all,macro_auprc,0.9983691567220028
zero_padding,pump,104,PDRF_NOQ,vibration,all,nll,0.06340033322918455
zero_padding,pump,104,PDRF_NOQ,vibration,affected,accuracy,1.0
zero_padding,pump,104,PDRF_NOQ,vibration,affected,macro_f1,1.0
zero_padding,pump,104,PDRF_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,pump,104,PDRF_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,pump,104,PDRF_NOQ,vibration,affected,nll,0.029205367763092394
zero_padding,pump,104,PDRF_NOQ,vibration,unaffected,accuracy,0.9708029197080292
zero_padding,pump,104,PDRF_NOQ,vibration,unaffected,macro_f1,0.9695048161714829
zero_padding,pump,104,PDRF_NOQ,vibration,unaffected,macro_auroc,0.9982430012632982
zero_padding,pump,104,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9961188647508648
zero_padding,pump,104,PDRF_NOQ,vibration,unaffected,nll,0.08361779456315145
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.9128440366972477
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.9127272727272727
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.9633769043015619
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.925878144925703
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,all,nll,0.4519760578621723
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.8227848101265823
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.819472154400651
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.9070362932035149
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.8368106836994347
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,affected,nll,1.0001675911220418
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.9640287769784173
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.9641224678828882
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.99301390256599
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.988586790266177
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.14041396341951273
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.981651376146789
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.9816005758254999
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9995564914229297
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.9991264418909016
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.05425793389019483
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.023567836574578994
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.9708029197080292
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.9695048161714829
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.999152040442587
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9980900295743255
zero_padding,pump,104,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.0724031739089166
zero_padding,pump,105,CAGF,pressure,all,accuracy,0.6926605504587156
zero_padding,pump,105,CAGF,pressure,all,macro_f1,0.6909127793321846
zero_padding,pump,105,CAGF,pressure,all,macro_auroc,0.8648897184856089
zero_padding,pump,105,CAGF,pressure,all,macro_auprc,0.7574327726548581
zero_padding,pump,105,CAGF,pressure,all,nll,1.3292487685265852
zero_padding,pump,105,CAGF,pressure,affected,accuracy,0.5316455696202531
zero_padding,pump,105,CAGF,pressure,affected,macro_f1,0.5151332327802916
zero_padding,pump,105,CAGF,pressure,affected,macro_auroc,0.7661677531303872
zero_padding,pump,105,CAGF,pressure,affected,macro_auprc,0.6343186783109606
zero_padding,pump,105,CAGF,pressure,affected,nll,2.023333619261263
zero_padding,pump,105,CAGF,pressure,unaffected,accuracy,0.7841726618705036
zero_padding,pump,105,CAGF,pressure,unaffected,macro_f1,0.7848260178157086
zero_padding,pump,105,CAGF,pressure,unaffected,macro_auroc,0.9101571954814175
zero_padding,pump,105,CAGF,pressure,unaffected,macro_auprc,0.827897040150631
zero_padding,pump,105,CAGF,pressure,unaffected,nll,0.934768889332056
zero_padding,pump,105,CAGF,vibration,all,accuracy,0.8348623853211009
zero_padding,pump,105,CAGF,vibration,all,macro_f1,0.8349236340733742
zero_padding,pump,105,CAGF,vibration,all,macro_auroc,0.9228286505683765
zero_padding,pump,105,CAGF,vibration,all,macro_auprc,0.8477077819456653
zero_padding,pump,105,CAGF,vibration,all,nll,0.8675702286330707
zero_padding,pump,105,CAGF,vibration,affected,accuracy,0.8641975308641975
zero_padding,pump,105,CAGF,vibration,affected,macro_f1,0.8680889700053463
zero_padding,pump,105,CAGF,vibration,affected,macro_auroc,0.914580719152668
zero_padding,pump,105,CAGF,vibration,affected,macro_auprc,0.8490644346938218
zero_padding,pump,105,CAGF,vibration,affected,nll,0.8972042245796623
zero_padding,pump,105,CAGF,vibration,unaffected,accuracy,0.8175182481751825
zero_padding,pump,105,CAGF,vibration,unaffected,macro_f1,0.811547124047124
zero_padding,pump,105,CAGF,vibration,unaffected,macro_auroc,0.9285050507956033
zero_padding,pump,105,CAGF,vibration,unaffected,macro_auprc,0.849299710937899
zero_padding,pump,105,CAGF,vibration,unaffected,nll,0.8500493989128233
zero_padding,pump,105,PDRF_NOQ,pressure,all,accuracy,0.8899082568807339
zero_padding,pump,105,PDRF_NOQ,pressure,all,macro_f1,0.8900479920434187
zero_padding,pump,105,PDRF_NOQ,pressure,all,macro_auroc,0.9590330913104886
zero_padding,pump,105,PDRF_NOQ,pressure,all,macro_auprc,0.929213011902247
zero_padding,pump,105,PDRF_NOQ,pressure,all,nll,0.556278139148792
zero_padding,pump,105,PDRF_NOQ,pressure,affected,accuracy,0.759493670886076
zero_padding,pump,105,PDRF_NOQ,pressure,affected,macro_f1,0.7572222222222221
zero_padding,pump,105,PDRF_NOQ,pressure,affected,macro_auroc,0.8818293712152387
zero_padding,pump,105,PDRF_NOQ,pressure,affected,macro_auprc,0.8020574678792185
zero_padding,pump,105,PDRF_NOQ,pressure,affected,nll,1.2958202459116404
zero_padding,pump,105,PDRF_NOQ,pressure,unaffected,accuracy,0.9640287769784173
zero_padding,pump,105,PDRF_NOQ,pressure,unaffected,macro_f1,0.9641224678828882
zero_padding,pump,105,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9940972947523036
zero_padding,pump,105,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9913123469538463
zero_padding,pump,105,PDRF_NOQ,pressure,unaffected,nll,0.13596284106055445
zero_padding,pump,105,PDRF_NOQ,vibration,all,accuracy,0.9724770642201835
zero_padding,pump,105,PDRF_NOQ,vibration,all,macro_f1,0.9723473473473474
zero_padding,pump,105,PDRF_NOQ,vibration,all,macro_auroc,0.9957547444704978
zero_padding,pump,105,PDRF_NOQ,vibration,all,macro_auprc,0.9931601476562048
zero_padding,pump,105,PDRF_NOQ,vibration,all,nll,0.09735687933735143
zero_padding,pump,105,PDRF_NOQ,vibration,affected,accuracy,0.9876543209876543
zero_padding,pump,105,PDRF_NOQ,vibration,affected,macro_f1,0.9887692166068306
zero_padding,pump,105,PDRF_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,pump,105,PDRF_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,pump,105,PDRF_NOQ,vibration,affected,nll,0.026048748944069732
zero_padding,pump,105,PDRF_NOQ,vibration,unaffected,accuracy,0.9635036496350365
zero_padding,pump,105,PDRF_NOQ,vibration,unaffected,macro_f1,0.9622073834034358
zero_padding,pump,105,PDRF_NOQ,vibration,unaffected,macro_auroc,0.9941014312773099
zero_padding,pump,105,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9904021187739526
zero_padding,pump,105,PDRF_NOQ,vibration,unaffected,nll,0.1395171608107516
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.9220183486238532
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.9220512820512821
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.97176800087759
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.9447766077203582
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,all,nll,0.4154920154057669
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,affected,accuracy,0.8227848101265823
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_f1,0.8204341846028029
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auroc,0.9177352497737257
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,affected,macro_auprc,0.855968628291501
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,affected,nll,0.9312047869391422
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,accuracy,0.9784172661870504
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_f1,0.9781630744324353
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auroc,0.9953398386599425
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,macro_auprc,0.9930215987169643
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,pressure,unaffected,nll,0.12238907331125895
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,all,accuracy,0.981651376146789
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_f1,0.9816066066066066
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_auroc,0.9980528473679158
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,all,macro_auprc,0.9971549908938723
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,all,nll,0.07621968846688783
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,affected,accuracy,1.0
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_f1,1.0
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auroc,1.0
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,affected,macro_auprc,1.0
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,affected,nll,0.02328562967912929
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,accuracy,0.9708029197080292
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_f1,0.9703835040714474
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auroc,0.9972565824471022
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,macro_auprc,0.9961918896776275
zero_padding,pump,105,PDRF_RCIA_R30_NOQ,vibration,unaffected,nll,0.10751646775016112
zero_padding,accumulator,101,CAGF,pressure,all,accuracy,0.6146788990825688
zero_padding,accumulator,101,CAGF,pressure,all,macro_f1,0.6134140090567491
zero_padding,accumulator,101,CAGF,pressure,all,macro_auroc,0.8180020540284767
zero_padding,accumulator,101,CAGF,pressure,all,macro_auprc,0.6167230918145822
zero_padding,accumulator,101,CAGF,pressure,all,nll,1.9143620925013423
zero_padding,accumulator,101,CAGF,pressure,affected,accuracy,0.3291139240506329
zero_padding,accumulator,101,CAGF,pressure,affected,macro_f1,0.32723492723492725
zero_padding,accumulator,101,CAGF,pressure,affected,macro_auroc,0.6084037214891364
zero_padding,accumulator,101,CAGF,pressure,affected,macro_auprc,0.37350490970341094
zero_padding,accumulator,101,CAGF,pressure,affected,nll,3.760893001213289
zero_padding,accumulator,101,CAGF,pressure,unaffected,accuracy,0.7769784172661871
zero_padding,accumulator,101,CAGF,pressure,unaffected,macro_f1,0.7750466901133792
zero_padding,accumulator,101,CAGF,pressure,unaffected,macro_auroc,0.9271403495402113
zero_padding,accumulator,101,CAGF,pressure,unaffected,macro_auprc,0.8196048431988108
zero_padding,accumulator,101,CAGF,pressure,unaffected,nll,0.8648948853916748
zero_padding,accumulator,101,CAGF,vibration,all,accuracy,0.7568807339449541
zero_padding,accumulator,101,CAGF,vibration,all,macro_f1,0.7562872915033247
zero_padding,accumulator,101,CAGF,vibration,all,macro_auroc,0.9215846399535423
zero_padding,accumulator,101,CAGF,vibration,all,macro_auprc,0.8070475616490478
zero_padding,accumulator,101,CAGF,vibration,all,nll,0.9051900702787385
zero_padding,accumulator,101,CAGF,vibration,affected,accuracy,0.7777777777777778
zero_padding,accumulator,101,CAGF,vibration,affected,macro_f1,0.7796474358974359
zero_padding,accumulator,101,CAGF,vibration,affected,macro_auroc,0.9247610917055503
zero_padding,accumulator,101,CAGF,vibration,affected,macro_auprc,0.816366039451763
zero_padding,accumulator,101,CAGF,vibration,affected,nll,0.9485290585167166
zero_padding,accumulator,101,CAGF,vibration,unaffected,accuracy,0.7445255474452555
zero_padding,accumulator,101,CAGF,vibration,unaffected,macro_f1,0.7316585816585817
zero_padding,accumulator,101,CAGF,vibration,unaffected,macro_auroc,0.9217803130093581
zero_padding,accumulator,101,CAGF,vibration,unaffected,macro_auprc,0.8072276428271149
zero_padding,accumulator,101,CAGF,vibration,unaffected,nll,0.8795662889117588
zero_padding,accumulator,101,PDRF_NOQ,pressure,all,accuracy,0.7201834862385321
zero_padding,accumulator,101,PDRF_NOQ,pressure,all,macro_f1,0.7188223406892778
zero_padding,accumulator,101,PDRF_NOQ,pressure,all,macro_auroc,0.8549957386974663
zero_padding,accumulator,101,PDRF_NOQ,pressure,all,macro_auprc,0.700147802511796
zero_padding,accumulator,101,PDRF_NOQ,pressure,all,nll,1.9735972252854053
zero_padding,accumulator,101,PDRF_NOQ,pressure,affected,accuracy,0.45569620253164556
zero_padding,accumulator,101,PDRF_NOQ,pressure,affected,macro_f1,0.45773310736591033
zero_padding,accumulator,101,PDRF_NOQ,pressure,affected,macro_auroc,0.6852165202103873
zero_padding,accumulator,101,PDRF_NOQ,pressure,affected,macro_auprc,0.4627015126660814
zero_padding,accumulator,101,PDRF_NOQ,pressure,affected,nll,4.855188843901308
zero_padding,accumulator,101,PDRF_NOQ,pressure,unaffected,accuracy,0.8705035971223022
zero_padding,accumulator,101,PDRF_NOQ,pressure,unaffected,macro_f1,0.8704625246857466
zero_padding,accumulator,101,PDRF_NOQ,pressure,unaffected,macro_auroc,0.9798463014542063
zero_padding,accumulator,101,PDRF_NOQ,pressure,unaffected,macro_auprc,0.9484650462208328
zero_padding,accumulator,101,PDRF_NOQ,pressure,unaffected,nll,0.33585810391377696
zero_padding,accumulator,101,PDRF_NOQ,vibration,all,accuracy,0.8669724770642202
zero_padding,accumulator,101,PDRF_NOQ,vibration,all,macro_f1,0.8683082675381055
zero_padding,accumulator,101,PDRF_NOQ,vibration,all,macro_auroc,0.9693327364821267
zero_padding,accumulator,101,PDRF_NOQ,vibration,all,macro_auprc,0.9266680557410694
zero_padding,accumulator,101,PDRF_NOQ,vibration,all,nll,0.49914076150837305
zero_padding,accumulator,101,PDRF_NOQ,vibration,affected,accuracy,0.8765432098765432
zero_padding,accumulator,101,PDRF_NOQ,vibration,affected,macro_f1,0.8807795698924732
zero_padding,accumulator,101,PDRF_NOQ,vibration,affected,macro_auroc,0.9669801040225197
zero_padding,accumulator,101,PDRF_NOQ,vibration,affected,macro_auprc,0.935372083557871
zero_padding,accumulator,101,PDRF_NOQ,vibration,affected,nll,0.5805432068932537
zero_padding,accumulator,101,PDRF_NOQ,vibration,unaffected,accuracy,0.8613138686131386
zero_padding,accumulator,101,PDRF_NOQ,vibration,unaffected,macro_f1,0.8540934506687932
zero_padding,accumulator,101,PDRF_NOQ,vibration,unaffected,macro_auroc,0.9693580054701095
zero_padding,accumulator,101,PDRF_NOQ,vibration,unaffected,macro_auprc,0.9077172111394389
zero_padding,accumulator,101,PDRF_NOQ,vibration,unaffected,nll,0.45101230839760426
zero_padding,accumulator,101,PDRF_RCIA_R30_NOQ,pressure,all,accuracy,0.7064220183486238
zero_padding,accumulator,101,PDRF_RCIA_R30_NOQ,pressure,all,macro_f1,0.7049375532106007
zero_padding,accumulator,101,PDRF_RCIA_R30_NOQ,pressure,all,macro_auroc,0.8699529778035876
zero_padding,accumulator,101,PDRF_RCIA_R30_NOQ,pressure,all,macro_auprc,0.728248447696255
